Date,Open,High,Low,Close,Adj Close,Volume
2021-03-15,514.590027,528.270020,510.690002,527.650024,527.650024,5549700
2021-03-16,534.260010,540.500000,524.669983,531.650024,531.650024,6771200
2021-03-17,521.590027,538.130005,519.580017,533.650024,533.650024,6057200
2021-03-18,525.460022,527.359985,508.679993,508.899994,508.899994,7347400
2021-03-19,510.000000,516.859985,504.500000,513.830017,513.830017,7467100
2021-03-22,516.510010,535.780029,516.270020,527.450012,527.450012,7445100
2021-03-23,530.169983,533.780029,520.849976,522.830017,522.830017,5541800
